Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
CCT,Energy,val_optimal,OoD Test,ind_val,hue_0.42500000000000004,ind_val,hue,0.42500000000000004,0.3239182692307692,0.8683894230769231,0.5961538461538461
CCT,Energy,val_optimal,OoD Test,ind_val,hue_0.45,ind_val,hue,0.45,0.3317307692307692,0.8683894230769231,0.6000600961538461
CCT,Energy,val_optimal,OoD Test,ind_val,hue_0.47500000000000003,ind_val,hue,0.47500000000000003,0.33353365384615385,0.8683894230769231,0.6009615384615385
CCT,Energy,val_optimal,OoD Test,ind_val,hue_0.5,ind_val,hue,0.5,0.33774038461538464,0.8683894230769231,0.6030649038461539
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.025,ind_val,brightness,0.025,0.1201923076923077,0.8683894230769231,0.4942908653846154
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.05,ind_val,brightness,0.05,0.12139423076923077,0.8683894230769231,0.4948918269230769
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.07500000000000001,ind_val,brightness,0.07500000000000001,0.12079326923076923,0.8683894230769231,0.4945913461538462
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.1,ind_val,brightness,0.1,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.125,ind_val,brightness,0.125,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.15000000000000002,ind_val,brightness,0.15000000000000002,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.17500000000000002,ind_val,brightness,0.17500000000000002,0.11899038461538461,0.8683894230769231,0.49368990384615385
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.2,ind_val,brightness,0.2,0.1201923076923077,0.8683894230769231,0.4942908653846154
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.225,ind_val,brightness,0.225,0.11899038461538461,0.8683894230769231,0.49368990384615385
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.25,ind_val,brightness,0.25,0.11899038461538461,0.8683894230769231,0.49368990384615385
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.275,ind_val,brightness,0.275,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.30000000000000004,ind_val,brightness,0.30000000000000004,0.11778846153846154,0.8683894230769231,0.49308894230769235
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.325,ind_val,brightness,0.325,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.35000000000000003,ind_val,brightness,0.35000000000000003,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.375,ind_val,brightness,0.375,0.11899038461538461,0.8683894230769231,0.49368990384615385
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.4,ind_val,brightness,0.4,0.11959134615384616,0.8683894230769231,0.49399038461538464
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.42500000000000004,ind_val,brightness,0.42500000000000004,0.1201923076923077,0.8683894230769231,0.4942908653846154
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.45,ind_val,brightness,0.45,0.1201923076923077,0.8683894230769231,0.4942908653846154
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.47500000000000003,ind_val,brightness,0.47500000000000003,0.12620192307692307,0.8683894230769231,0.49729567307692313
CCT,Energy,val_optimal,OoD Test,ind_val,brightness_0.5,ind_val,brightness,0.5,0.1328125,0.8683894230769231,0.5006009615384616
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.025,ind_val,saltpepper,0.025,0.46694711538461536,0.8683894230769231,0.6676682692307693
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.05,ind_val,saltpepper,0.05,0.47836538461538464,0.8683894230769231,0.6733774038461539
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.07500000000000001,ind_val,saltpepper,0.07500000000000001,0.46634615384615385,0.8683894230769231,0.6673677884615385
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.1,ind_val,saltpepper,0.1,0.4543269230769231,0.8683894230769231,0.6613581730769231
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.125,ind_val,saltpepper,0.125,0.4405048076923077,0.8683894230769231,0.6544471153846154
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.15000000000000002,ind_val,saltpepper,0.15000000000000002,0.45492788461538464,0.8683894230769231,0.6616586538461539
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.17500000000000002,ind_val,saltpepper,0.17500000000000002,0.4699519230769231,0.8683894230769231,0.6691706730769231
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.2,ind_val,saltpepper,0.2,0.46274038461538464,0.8683894230769231,0.6655649038461539
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.225,ind_val,saltpepper,0.225,0.4567307692307692,0.8683894230769231,0.6625600961538461
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.25,ind_val,saltpepper,0.25,0.4519230769230769,0.8683894230769231,0.66015625
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.275,ind_val,saltpepper,0.275,0.4375,0.8683894230769231,0.6529447115384616
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.30000000000000004,ind_val,saltpepper,0.30000000000000004,0.43209134615384615,0.8683894230769231,0.6502403846153846
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.325,ind_val,saltpepper,0.325,0.44471153846153844,0.8683894230769231,0.6565504807692308
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.35000000000000003,ind_val,saltpepper,0.35000000000000003,0.4344951923076923,0.8683894230769231,0.6514423076923077
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.375,ind_val,saltpepper,0.375,0.4026442307692308,0.8683894230769231,0.635516826923077
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.4,ind_val,saltpepper,0.4,0.40564903846153844,0.8683894230769231,0.6370192307692308
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.42500000000000004,ind_val,saltpepper,0.42500000000000004,0.4182692307692308,0.8683894230769231,0.643329326923077
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.45,ind_val,saltpepper,0.45,0.4441105769230769,0.8683894230769231,0.65625
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.47500000000000003,ind_val,saltpepper,0.47500000000000003,0.4483173076923077,0.8683894230769231,0.6583533653846154
CCT,Energy,val_optimal,OoD Test,ind_val,saltpepper_0.5,ind_val,saltpepper,0.5,0.4657451923076923,0.8683894230769231,0.6670673076923077
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.025,ind_val,multnoise,0.025,0.22355769230769232,0.8683894230769231,0.5459735576923077
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.05,ind_val,multnoise,0.05,0.5618990384615384,0.8683894230769231,0.7151442307692308
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.07500000000000001,ind_val,multnoise,0.07500000000000001,0.48497596153846156,0.8683894230769231,0.6766826923076923
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.1,ind_val,multnoise,0.1,0.3605769230769231,0.8683894230769231,0.6144831730769231
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.125,ind_val,multnoise,0.125,0.25060096153846156,0.8683894230769231,0.5594951923076923
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.15000000000000002,ind_val,multnoise,0.15000000000000002,0.29747596153846156,0.8683894230769231,0.5829326923076923
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.17500000000000002,ind_val,multnoise,0.17500000000000002,0.4128605769230769,0.8683894230769231,0.640625
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.2,ind_val,multnoise,0.2,0.36117788461538464,0.8683894230769231,0.6147836538461539
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.225,ind_val,multnoise,0.225,0.4645432692307692,0.8683894230769231,0.6664663461538461
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.25,ind_val,multnoise,0.25,0.49158653846153844,0.8683894230769231,0.6799879807692308
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.275,ind_val,multnoise,0.275,0.4152644230769231,0.8683894230769231,0.6418269230769231
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.30000000000000004,ind_val,multnoise,0.30000000000000004,0.37319711538461536,0.8683894230769231,0.6207932692307693
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.325,ind_val,multnoise,0.325,0.3347355769230769,0.8683894230769231,0.6015625
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.35000000000000003,ind_val,multnoise,0.35000000000000003,0.3155048076923077,0.8683894230769231,0.5919471153846154
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.375,ind_val,multnoise,0.375,0.3167067307692308,0.8683894230769231,0.592548076923077
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.4,ind_val,multnoise,0.4,0.3112980769230769,0.8683894230769231,0.58984375
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.42500000000000004,ind_val,multnoise,0.42500000000000004,0.32632211538461536,0.8683894230769231,0.5973557692307693
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.45,ind_val,multnoise,0.45,0.3467548076923077,0.8683894230769231,0.6075721153846154
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.47500000000000003,ind_val,multnoise,0.47500000000000003,0.3659855769230769,0.8683894230769231,0.6171875
CCT,Energy,val_optimal,OoD Test,ind_val,multnoise_0.5,ind_val,multnoise,0.5,0.3894230769230769,0.8683894230769231,0.62890625
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.025,ind_val,fog,0.025,0.12800480769230768,0.8683894230769231,0.4981971153846154
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.05,ind_val,fog,0.05,0.12860576923076922,0.8683894230769231,0.49849759615384615
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.07500000000000001,ind_val,fog,0.07500000000000001,0.11598557692307693,0.8683894230769231,0.4921875
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.1,ind_val,fog,0.1,0.11598557692307693,0.8683894230769231,0.4921875
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.125,ind_val,fog,0.125,0.12980769230769232,0.8683894230769231,0.4990985576923077
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.15000000000000002,ind_val,fog,0.15000000000000002,0.12980769230769232,0.8683894230769231,0.4990985576923077
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.17500000000000002,ind_val,fog,0.17500000000000002,0.14002403846153846,0.8683894230769231,0.5042067307692308
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.2,ind_val,fog,0.2,0.13762019230769232,0.8683894230769231,0.5030048076923077
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.225,ind_val,fog,0.225,0.16466346153846154,0.8683894230769231,0.5165264423076923
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.25,ind_val,fog,0.25,0.1700721153846154,0.8683894230769231,0.5192307692307693
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.275,ind_val,fog,0.275,0.16887019230769232,0.8683894230769231,0.5186298076923077
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.30000000000000004,ind_val,fog,0.30000000000000004,0.5030048076923077,0.8683894230769231,0.6856971153846154
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.325,ind_val,fog,0.325,0.5072115384615384,0.8683894230769231,0.6878004807692308
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.35000000000000003,ind_val,fog,0.35000000000000003,0.5162259615384616,0.8683894230769231,0.6923076923076923
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.375,ind_val,fog,0.375,0.5186298076923077,0.8683894230769231,0.6935096153846154
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.4,ind_val,fog,0.4,0.5420673076923077,0.8683894230769231,0.7052283653846154
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.42500000000000004,ind_val,fog,0.42500000000000004,0.5438701923076923,0.8683894230769231,0.7061298076923077
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.45,ind_val,fog,0.45,0.5444711538461539,0.8683894230769231,0.7064302884615385
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.47500000000000003,ind_val,fog,0.47500000000000003,0.5492788461538461,0.8683894230769231,0.7088341346153846
CCT,Energy,val_optimal,OoD Test,ind_val,fog_0.5,ind_val,fog,0.5,0.5649038461538461,0.8683894230769231,0.7166466346153846
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.025,ind_val,smear,0.025,0.32091346153846156,0.8683894230769231,0.5946514423076923
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.05,ind_val,smear,0.05,0.32872596153846156,0.8683894230769231,0.5985576923076923
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.07500000000000001,ind_val,smear,0.07500000000000001,0.3034855769230769,0.8683894230769231,0.5859375
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.1,ind_val,smear,0.1,0.3780048076923077,0.8683894230769231,0.6231971153846154
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.125,ind_val,smear,0.125,0.38221153846153844,0.8683894230769231,0.6253004807692308
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.15000000000000002,ind_val,smear,0.15000000000000002,0.4332932692307692,0.8683894230769231,0.6508413461538461
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.17500000000000002,ind_val,smear,0.17500000000000002,0.453125,0.8683894230769231,0.6607572115384616
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.2,ind_val,smear,0.2,0.47115384615384615,0.8683894230769231,0.6697716346153846
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.225,ind_val,smear,0.225,0.5258413461538461,0.8683894230769231,0.6971153846153846
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.25,ind_val,smear,0.25,0.5306490384615384,0.8683894230769231,0.6995192307692308
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.275,ind_val,smear,0.275,0.5637019230769231,0.8683894230769231,0.7160456730769231
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.30000000000000004,ind_val,smear,0.30000000000000004,0.5883413461538461,0.8683894230769231,0.7283653846153846
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.325,ind_val,smear,0.325,0.6033653846153846,0.8683894230769231,0.7358774038461539
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.35000000000000003,ind_val,smear,0.35000000000000003,0.6370192307692307,0.8683894230769231,0.7527043269230769
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.375,ind_val,smear,0.375,0.6628605769230769,0.8683894230769231,0.765625
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.4,ind_val,smear,0.4,0.6887019230769231,0.8683894230769231,0.7785456730769231
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.42500000000000004,ind_val,smear,0.42500000000000004,0.7193509615384616,0.8683894230769231,0.7938701923076923
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.45,ind_val,smear,0.45,0.7301682692307693,0.8683894230769231,0.7992788461538463
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.47500000000000003,ind_val,smear,0.47500000000000003,0.7530048076923077,0.8683894230769231,0.8106971153846154
CCT,Energy,val_optimal,OoD Test,ind_val,smear_0.5,ind_val,smear,0.5,0.7572115384615384,0.8683894230769231,0.8128004807692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.025,ind_val,noise,0.025,0.45492788461538464,0.8683894230769231,0.6616586538461539
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.05,ind_val,noise,0.05,0.2698317307692308,0.8683894230769231,0.569110576923077
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.07500000000000001,ind_val,noise,0.07500000000000001,0.23377403846153846,0.8683894230769231,0.5510817307692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.1,ind_val,noise,0.1,0.28846153846153844,0.8683894230769231,0.5784254807692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.125,ind_val,noise,0.125,0.36117788461538464,0.8683894230769231,0.6147836538461539
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.15000000000000002,ind_val,noise,0.15000000000000002,0.17427884615384615,0.8683894230769231,0.5213341346153846
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.17500000000000002,ind_val,noise,0.17500000000000002,0.14002403846153846,0.8683894230769231,0.5042067307692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.2,ind_val,noise,0.2,0.14903846153846154,0.8683894230769231,0.5087139423076923
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.225,ind_val,noise,0.225,0.054086538461538464,0.8683894230769231,0.4612379807692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.25,ind_val,noise,0.25,0.10817307692307693,0.8683894230769231,0.48828125
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.275,ind_val,noise,0.275,0.10396634615384616,0.8683894230769231,0.48617788461538464
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.30000000000000004,ind_val,noise,0.30000000000000004,0.11598557692307693,0.8683894230769231,0.4921875
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.325,ind_val,noise,0.325,0.0859375,0.8683894230769231,0.47716346153846156
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.35000000000000003,ind_val,noise,0.35000000000000003,0.061899038461538464,0.8683894230769231,0.4651442307692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.375,ind_val,noise,0.375,0.055288461538461536,0.8683894230769231,0.46183894230769235
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.4,ind_val,noise,0.4,0.061899038461538464,0.8683894230769231,0.4651442307692308
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.42500000000000004,ind_val,noise,0.42500000000000004,0.1622596153846154,0.8683894230769231,0.5153245192307693
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.45,ind_val,noise,0.45,0.6340144230769231,0.8683894230769231,0.7512019230769231
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.47500000000000003,ind_val,noise,0.47500000000000003,0.7301682692307693,0.8683894230769231,0.7992788461538463
CCT,Energy,val_optimal,OoD Test,ind_val,noise_0.5,ind_val,noise,0.5,0.7848557692307693,0.8683894230769231,0.8266225961538463
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.025,ind_test,jpeg,0.025,0.12800480769230768,0.8798076923076923,0.50390625
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.05,ind_test,jpeg,0.05,0.1268028846153846,0.8798076923076923,0.5033052884615384
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.07500000000000001,ind_test,jpeg,0.07500000000000001,0.12740384615384615,0.8798076923076923,0.5036057692307692
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.1,ind_test,jpeg,0.1,0.12980769230769232,0.8798076923076923,0.5048076923076923
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.125,ind_test,jpeg,0.125,0.12560096153846154,0.8798076923076923,0.5027043269230769
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.15000000000000002,ind_test,jpeg,0.15000000000000002,0.13221153846153846,0.8798076923076923,0.5060096153846154
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.17500000000000002,ind_test,jpeg,0.17500000000000002,0.1346153846153846,0.8798076923076923,0.5072115384615384
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.2,ind_test,jpeg,0.2,0.14423076923076922,0.8798076923076923,0.5120192307692307
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.225,ind_test,jpeg,0.225,0.1484375,0.8798076923076923,0.5141225961538461
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.25,ind_test,jpeg,0.25,0.14483173076923078,0.8798076923076923,0.5123197115384616
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.275,ind_test,jpeg,0.275,0.15745192307692307,0.8798076923076923,0.5186298076923077
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.30000000000000004,ind_test,jpeg,0.30000000000000004,0.16346153846153846,0.8798076923076923,0.5216346153846154
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.325,ind_test,jpeg,0.325,0.17247596153846154,0.8798076923076923,0.5261418269230769
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.35000000000000003,ind_test,jpeg,0.35000000000000003,0.18629807692307693,0.8798076923076923,0.5330528846153846
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.375,ind_test,jpeg,0.375,0.18629807692307693,0.8798076923076923,0.5330528846153846
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.4,ind_test,jpeg,0.4,0.20793269230769232,0.8798076923076923,0.5438701923076923
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.42500000000000004,ind_test,jpeg,0.42500000000000004,0.21514423076923078,0.8798076923076923,0.5474759615384616
CCT,Energy,val_optimal,OoD Val,ind_val,jpeg_0.45,ind_test,jpeg,0.45,0.2169471153846154,0.8798076923076923,0.5483774038461539
